4.235159386956584626e+01,5.152532360484534735e+01,4.669787911863521401e+01
5.925837434161111617e+01,4.834910026905269120e+01,4.505450950147192657e+01
4.914009204029380840e+01,3.932494770980513721e+01,3.720641973323812124e+01
5.323780417540307042e+01,4.453605265270515190e+01,3.852963573724142776e+01
3.995714544784279099e+01,4.209531416206563392e+01,4.237739629211173309e+01
5.319126397510127902e+01,4.166791250013382353e+01,3.783971369531117546e+01
4.516475583274117866e+01,5.824604905821203005e+01,4.143000096437464919e+01
5.325227650816119507e+01,4.641553227155478112e+01,4.530319359854496497e+01
4.613926945012516256e+01,3.849771042274744559e+01,3.855214214809319628e+01
3.340009096793647103e+01,3.757322271828052607e+01,2.938188119668664200e+01
3.328575825777723907e+01,3.459986378302001953e+01,3.463481170929661346e+01
4.774956790782697880e+01,4.051914412555369438e+01,3.955148967209660782e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.349550209155800928e+01,5.199114579259078539e+01,4.154341266674116184e+01
4.651828855995374568e+01,5.573749960476145304e+01,4.055576922448565114e+01
5.341695878294424205e+01,4.504738292946494482e+01,3.765890040647652626e+01
5.381021087171482264e+01,4.094136357210101096e+01,3.658670065435836705e+01
4.194852505628259109e+01,4.763315492626000491e+01,4.010718056545137244e+01
3.368896113653797642e+01,4.817004577645267460e+01,4.612330286168081273e+01
5.235984679213299131e+01,4.637076973489860876e+01,4.228647807040057671e+01
3.623408002701423669e+01,4.879553803127767964e+01,4.751195168924637358e+01
3.680440089317764318e+01,4.311510262407829686e+01,4.499780085452108835e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.036280269615887306e+01,4.476137549967516094e+01,4.797155968229614587e+01
3.776215990114881293e+01,4.321370891466357023e+01,4.548723953971051515e+01
4.005204261418488443e+01,4.758013041611491190e+01,4.276774396526199951e+01
4.387165255008515885e+01,3.423968024189924364e+01,3.082376525761547015e+01
5.371048122591768959e+01,4.563627170866647731e+01,4.534689032337102077e+01
3.755271108984464945e+01,4.075996460365639251e+01,4.742968210883018543e+01
4.126781914402185691e+01,4.825359176741347511e+01,4.182414798862258465e+01
4.651077291827713012e+00,6.704537410824459087e+00,5.581784877003890699e+00
5.416620467607127409e+01,4.192592961658054662e+01,3.956221494200975997e+01
5.136687415287975966e+01,4.306522864986279586e+01,4.084187783041092956e+01
4.970125205648012923e+01,4.282371757569605819e+01,3.934285112659244987e+01
4.616954441688115907e+01,5.216129777418437641e+01,3.974477970437159513e+01
3.757770180123349490e+01,4.497280472853500299e+01,3.615818211522267944e+01
5.226554707890694118e+01,3.920366025343548699e+01,3.822062047155900899e+01
5.462619701789366644e+01,4.570663154538798523e+01,3.564672441507508438e+01
5.604911431223660401e+01,4.007002753954896690e+01,3.850259811920729192e+01
6.160993033938913044e+01,4.292927011645888058e+01,3.471083646895806396e+01
4.543879611885730441e+01,3.694642541409183423e+01,3.642443433137096065e+01
5.349733791948234085e+01,4.495152452125770992e+01,4.318158662606462883e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.137079445005489475e+01,3.885271058844602265e+01,3.574933444836410246e+01
6.374326549023022892e+01,4.513482338485571432e+01,4.325373594584483783e+01
4.730689467045804264e+01,3.571120245179064057e+01,3.716975908352842595e+01
3.451270280495347009e+01,4.544366771743863609e+01,5.084195370668689407e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.243463497474196799e+01,4.404812264551841849e+01,4.415953161746513445e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.058195164454407688e+01,5.852375420000588235e+01,3.976464244176516161e+01
6.493806566065406116e+01,5.165308618191460255e+01,4.217550201039679791e+01
4.836572502342734481e+01,5.871011982736821011e+01,4.764284091838688795e+01
5.291706684769361857e+01,4.829306958287371998e+01,4.574434787908777622e+01
4.057727164090852767e+01,4.753760099252442473e+01,4.993467794931085990e+01
